Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Vector String,CWE,revision,security_updates
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38127,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38127,Windows Hyper-V Elevation of Privilege Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-126: Buffer Over-read,"['1.0\nAug 13, 2024\nInformation published.\n']","[('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.25031'), ('Windows Server 2012', '-', '6.2.9200.25031'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)', '-', '6.1.7601.272776.1.7601.27277'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1', '-', '6.1.7601.272776.1.7601.27277'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7259'), ('Windows Server 2016', '-', '10.0.14393.7259'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.7259'), ('Windows 11 Version 24H2 for x64-based Systems', '-', '10.0.26100.1457'), ('Windows 11 Version 24H2 for ARM64-based Systems', '-', '10.0.26100.1457'), ('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22134'), ('Windows Server 2012 R2', '-', '6.3.9600.22134'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20751'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1085'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.4037'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.4037'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4780'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.4037'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.4037'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4780'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.3147'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.3147'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2655'), ('Windows Server 2022', '-', '10.0.20348.2655'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6189'), ('Windows Server 2019', '-', '10.0.17763.6189'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.6189')]"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38080,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080,Windows Hyper-V Elevation of Privilege Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-190: Integer Overflow or Wraparound,"['1.0\nJul 9, 2024\nInformation published.\n']","[('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1009'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3880'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3880'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3880'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3880'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.3079'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.3079'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2582'), ('Windows Server 2022', '-', '10.0.20348.2582')]"
"May 14, 2024","May 15, 2024",CVE-2024-30017,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-30017,Windows Hyper-V Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['1.1\nMay 15, 2024\nUpdated FAQ information. This is an informational change only.\n', '1.0\nMay 14, 2024\nInformation published.\n']","[('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.6981'), ('Windows Server 2016', '-', '10.0.14393.6981'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.6981'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20651'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.887'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3593'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3593'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4412'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3593'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3593'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4412'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.2960'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.2960'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.246110.0.20348.2458'), ('Windows Server 2022', '-', '10.0.20348.246110.0.20348.2458'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.5820'), ('Windows Server 2019', '-', '10.0.17763.5820'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.5820')]"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-30092,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-30092,Windows Hyper-V Remote Code Execution Vulnerability,CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-20: Improper Input Validation,"['1.0\nOct 8, 2024\nInformation published.\n']","[('Windows 11 Version 24H2 for x64-based Systems', '-', '10.0.26100.2033'), ('Windows 11 Version 24H2 for ARM64-based Systems', '-', '10.0.26100.2033'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7428'), ('Windows Server 2016', '-', '10.0.14393.7428'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.7428'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20796'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1189'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.4317'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.4317'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.5011'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.4317'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.4317'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.5011'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.3260'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.3260'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348..2762'), ('Windows Server 2022', '-', '10.0.20348..2762'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6414'), ('Windows Server 2019', '-', '10.0.17763.6414'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.6414')]"
"May 14, 2024","May 14, 2024",CVE-2024-30010,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-30010,Windows Hyper-V Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-23: Relative Path Traversal,"['1.0\nMay 14, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.21972'), ('Windows Server 2012 R2', '-', '6.3.9600.21972'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.24868'), ('Windows Server 2012', '-', '6.2.9200.24868'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.6981'), ('Windows Server 2016', '-', '10.0.14393.6981'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.887'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.246110.0.20348.2458'), ('Windows Server 2022', '-', '10.0.20348.246110.0.20348.2458'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.5820'), ('Windows Server 2019', '-', '10.0.17763.5820')]"
"Jan 9, 2024","Jan 9, 2024",CVE-2024-20700,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20700,Windows Hyper-V Remote Code Execution Vulnerability,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"['1.0\nJan 9, 2024\nInformation published.\n']","[('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.643'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3007'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3007'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.3930'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3007'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3007'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.3930'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.2713'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.2713'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2227'), ('Windows Server 2022', '-', '10.0.20348.2227'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.5329'), ('Windows Server 2019', '-', '10.0.17763.5329'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.5329')]"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21407,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21407,Windows Hyper-V Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-416: Use After Free,"['1.0\nMar 12, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.21871'), ('Windows Server 2012 R2', '-', '6.3.9600.21871'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.24768'), ('Windows Server 2012', '-', '6.2.9200.24768'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.6796'), ('Windows Server 2016', '-', '10.0.14393.6796'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.6796'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20526'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.763'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3296'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3296'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4170'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3296'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3296'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4170'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.2836'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.2836'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.234010.0.20348.2333'), ('Windows Server 2022', '-', '10.0.20348.234010.0.20348.2333'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.5576'), ('Windows Server 2019', '-', '10.0.17763.5576'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.5576')]"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-30092,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-30092,Windows Hyper-V Remote Code Execution Vulnerability,CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-829: Inclusion of Functionality from Untrusted Control Sphere,"['1.0\nOct 8, 2024\nInformation published.\n']","[('Windows 11 Version 24H2 for x64-based Systems', '-', '10.0.26100.2033'), ('Windows 11 Version 24H2 for ARM64-based Systems', '-', '10.0.26100.2033'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7428'), ('Windows Server 2016', '-', '10.0.14393.7428'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.7428'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20796'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1189'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.4317'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.4317'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.5011'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.4317'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.4317'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.5011'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.3260'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.3260'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348..2762'), ('Windows Server 2022', '-', '10.0.20348..2762'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6414'), ('Windows Server 2019', '-', '10.0.17763.6414'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.6414')]"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-20659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20659,Windows Hyper-V Security Feature Bypass Vulnerability,CVSS:3.1/AV:A/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-20: Improper Input Validation,"['1.0\nOct 8, 2024\nInformation published.\n']","[('Windows 11 Version 24H2 for x64-based Systems', '-', '10.0.26100.2033'), ('Windows 11 Version 24H2 for ARM64-based Systems', '-', '10.0.26100.2033'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1189'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.4317'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.4317'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.5011'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.4317'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.4317'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.5011'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.3260'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.3260'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348..2762'), ('Windows Server 2022', '-', '10.0.20348..2762'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6414'), ('Windows Server 2019', '-', '10.0.17763.6414'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.6414')]"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38114,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38114,Windows IP Routing Management Snapin Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['1.0\nAug 13, 2024\nInformation published.\n']","[('Windows Server 2012', '-', '6.2.9200.25031'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)', '-', '6.1.7601.272776.1.7601.27277'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1', '-', '6.1.7601.272776.1.7601.27277'), ('Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2008 for x64-based Systems Service Pack 2', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2008 for 32-bit Systems Service Pack 2', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22134'), ('Windows Server 2012 R2', '-', '6.3.9600.22134'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.25031'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7259'), ('Windows Server 2016', '-', '10.0.14393.7259'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.7259'), ('Windows 10 Version 1607 for 32-bit Systems', '-', '10.0.14393.7259'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20751'), ('Windows 10 for 32-bit Systems', '-', '10.0.10240.20751'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1085'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.4037'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.4037'), ('Windows 10 Version 22H2 for 32-bit Systems', '-', '10.0.19045.4780'), ('Windows 10 Version 22H2 for ARM64-based Systems', '-', '10.0.19045.4780'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4780'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.4037'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.4037'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4780'), ('Windows 10 Version 21H2 for ARM64-based Systems', '-', '10.0.19044.4780'), ('Windows 10 Version 21H2 for 32-bit Systems', '-', '10.0.19044.4780'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.3147'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.3147'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2655'), ('Windows Server 2022', '-', '10.0.20348.2655'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6189'), ('Windows Server 2019', '-', '10.0.17763.6189'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.6189'), ('Windows 10 Version 1809 for 32-bit Systems', '-', '10.0.17763.6189'), ('Windows 11 Version 24H2 for x64-based Systems', '-', '10.0.26100.1457'), ('Windows 11 Version 24H2 for ARM64-based Systems', '-', '10.0.26100.1457')]"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38115,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38115,Windows IP Routing Management Snapin Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['1.0\nAug 13, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22134'), ('Windows Server 2012 R2', '-', '6.3.9600.22134'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.25031'), ('Windows Server 2012', '-', '6.2.9200.25031'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)', '-', '6.1.7601.272776.1.7601.27277'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1', '-', '6.1.7601.272776.1.7601.27277'), ('Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2008 for x64-based Systems Service Pack 2', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2008 for 32-bit Systems Service Pack 2', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7259'), ('Windows Server 2016', '-', '10.0.14393.7259'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.7259'), ('Windows 10 Version 1607 for 32-bit Systems', '-', '10.0.14393.7259'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20751'), ('Windows 10 for 32-bit Systems', '-', '10.0.10240.20751'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1085'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.4037'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.4037'), ('Windows 10 Version 22H2 for 32-bit Systems', '-', '10.0.19045.4780'), ('Windows 10 Version 22H2 for ARM64-based Systems', '-', '10.0.19045.4780'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4780'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.4037'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.4037'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4780'), ('Windows 10 Version 21H2 for ARM64-based Systems', '-', '10.0.19044.4780'), ('Windows 10 Version 21H2 for 32-bit Systems', '-', '10.0.19044.4780'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.3147'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.3147'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2655'), ('Windows Server 2022', '-', '10.0.20348.2655'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6189'), ('Windows Server 2019', '-', '10.0.17763.6189'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.6189'), ('Windows 10 Version 1809 for 32-bit Systems', '-', '10.0.17763.6189'), ('Windows 11 Version 24H2 for x64-based Systems', '-', '10.0.26100.1457'), ('Windows 11 Version 24H2 for ARM64-based Systems', '-', '10.0.26100.1457')]"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38116,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38116,Windows IP Routing Management Snapin Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['1.0\nAug 13, 2024\nInformation published.\n']","[('Windows 11 Version 24H2 for x64-based Systems', '-', '10.0.26100.1457'), ('Windows 11 Version 24H2 for ARM64-based Systems', '-', '10.0.26100.1457'), ('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22134'), ('Windows Server 2012 R2', '-', '6.3.9600.22134'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.25031'), ('Windows Server 2012', '-', '6.2.9200.25031'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)', '-', '6.1.7601.272776.1.7601.27277'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1', '-', '6.1.7601.272776.1.7601.27277'), ('Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2008 for x64-based Systems Service Pack 2', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2008 for 32-bit Systems Service Pack 2', '-', '6.0.6003.228256.0.6003.22825'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7259'), ('Windows Server 2016', '-', '10.0.14393.7259'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.7259'), ('Windows 10 Version 1607 for 32-bit Systems', '-', '10.0.14393.7259'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20751'), ('Windows 10 for 32-bit Systems', '-', '10.0.10240.20751'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1085'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.4037'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.4037'), ('Windows 10 Version 22H2 for 32-bit Systems', '-', '10.0.19045.4780'), ('Windows 10 Version 22H2 for ARM64-based Systems', '-', '10.0.19045.4780'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4780'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.4037'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.4037'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4780'), ('Windows 10 Version 21H2 for ARM64-based Systems', '-', '10.0.19044.4780'), ('Windows 10 Version 21H2 for 32-bit Systems', '-', '10.0.19044.4780'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.3147')]"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38022,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38022,Windows Image Acquisition Elevation of Privilege Vulnerability,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-59: Improper Link Resolution Before File Access ('Link Following'),"['1.0\nJul 9, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22074'), ('Windows Server 2012 R2', '-', '6.3.9600.22074'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.24975'), ('Windows Server 2012', '-', '6.2.9200.24975'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7159'), ('Windows Server 2016', '-', '10.0.14393.7159'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.7159'), ('Windows 10 Version 1607 for 32-bit Systems', '-', '10.0.14393.7159'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20710'), ('Windows 10 for 32-bit Systems', '-', '10.0.10240.20710'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1009'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3880'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3880'), ('Windows 10 Version 22H2 for 32-bit Systems', '-', '10.0.19045.4651'), ('Windows 10 Version 22H2 for ARM64-based Systems', '-', '10.0.19045.4651'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4651'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3880'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3880'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4651'), ('Windows 10 Version 21H2 for ARM64-based Systems', '-', '10.0.19044.4651'), ('Windows 10 Version 21H2 for 32-bit Systems', '-', '10.0.19044.4651'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.3079'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.3079'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2582'), ('Windows Server 2022', '-', '10.0.20348.2582'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6054'), ('Windows Server 2019', '-', '10.0.17763.6054'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.6054'), ('Windows 10 Version 1809 for 32-bit Systems', '-', '10.0.17763.6054')]"
