Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Impact,Max Severity,Tag,revision
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38144,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38144,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38143,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38143,Windows WLAN AutoConfig Service Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows WLAN Auto Config Service,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38142,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38142,Windows Secure Kernel Mode Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Secure Kernel Mode,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38141,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38141,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Ancillary Function Driver for WinSock,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38140,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38140,Windows Reliable Multicast Transport Driver (RMCAST) Remote Code Execution Vulnerability,Remote Code Execution,Critical,Reliable Multicast Transport Driver (RMCAST),"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Sep 10, 2024",CVE-2024-38138,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38138,Windows Deployment Services Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Deployment Services,"{'versionrevisionDatedescription2.12024年10月10日Updated product information in the Software Update table. This is an informational change only.\n2.02024年9月10日The following updates have been made to CVE-2024-38138: 1) In the Security Updates table, added all supported versions of the following as they are affected by this vulnerability: Windows Server 2008, Windows Server 2008 R2, Windows Server 2012, and Windows Server 2012 R2. 2) Further, to comprehensively address this vulnerability, Microsoft has released September 2024 security updates for all affected versions of Windows Server 2016, Windows Server 2019, Windows Server 2022, and Windows Server 2022, 23H2 Edition.\nMicrosoft recommends that customers install the updates to be fully protected from the vulnerability. Customers whose systems are configured to receive automatic updates do not need to take any further action.\n1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38137,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38137,Windows Resource Manager PSM Service Extension Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Resource Manager,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38136,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38136,Windows Resource Manager PSM Service Extension Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Resource Manager,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38135,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38135,Windows Resilient File System (ReFS) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows NT OS Kernel,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38134,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38134,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38133,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38133,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38132,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38132,Windows Network Address Translation (NAT) Denial of Service Vulnerability,Denial of Service,Important,Windows Network Address Translation (NAT),"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38131,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38131,Clipboard Virtual Channel Extension Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Clipboard Virtual Channel Extension,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38130,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38130,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS),"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-38129,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38129,Windows Kerberos Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kerberos,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38128,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38128,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS),"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38127,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38127,Windows Hyper-V Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38126,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38126,Windows Network Address Translation (NAT) Denial of Service Vulnerability,Denial of Service,Important,Windows Network Address Translation (NAT),"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38125,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38125,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-38124,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38124,Windows Netlogon Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Netlogon,"{'versionrevisionDatedescription1.02024年10月8日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38123,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38123,Windows Bluetooth Driver Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Bluetooth Driver,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38122,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38122,Microsoft Local Security Authority (LSA) Server Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Local Security Authority Server (lsasrv),"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38121,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38121,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS),"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38120,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38120,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS),"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38119,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38119,Windows Network Address Translation (NAT) Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Network Address Translation (NAT),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38118,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38118,Microsoft Local Security Authority (LSA) Server Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Local Security Authority Server (lsasrv),"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38117,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38117,NTFS Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows NTFS,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38116,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38116,Windows IP Routing Management Snapin Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows IP Routing Management Snapin,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38115,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38115,Windows IP Routing Management Snapin Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows IP Routing Management Snapin,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38114,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38114,Windows IP Routing Management Snapin Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows IP Routing Management Snapin,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Jul 9, 2024","Jul 12, 2024",CVE-2024-38112,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112,Windows MSHTML Platform Spoofing Vulnerability,Spoofing,Important,Windows MSHTML Platform,"{'versionrevisionDatedescription1.12024年7月12日Updated CWE value.  This is an informational change only.\n1.02024年7月9日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38109,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38109,Azure Health Bot Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,Azure Health Bot,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38108,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38108,Azure Stack Hub Spoofing Vulnerability,Spoofing,Important,Azure Stack,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38107,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38107,Windows Power Dependency Coordinator Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Power Dependency Coordinator,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38106,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38106,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38105,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38105,Windows Layer-2 Bridge Network Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Layer-2 Bridge Network Driver,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38104,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38104,Windows Fax Service Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Fax and Scan Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 25, 2024","Jul 25, 2024",CVE-2024-38103,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38103,Microsoft Edge (Chromium-based) Information Disclosure Vulnerability,Information Disclosure,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月25日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38102,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38102,Windows Layer-2 Bridge Network Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Internet Connection Sharing (ICS),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38101,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38101,Windows Layer-2 Bridge Network Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Internet Connection Sharing (ICS),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38100,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38100,Windows File Explorer Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows COM Session,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38099,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38099,Windows Remote Desktop Licensing Service Denial of Service Vulnerability,Denial of Service,Important,Windows Remote Desktop Licensing Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38098,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38098,Azure Connected Machine Agent Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Connected Machine Agent,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Oct 8, 2024","Oct 8, 2024",CVE-2024-38097,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38097,Azure Monitor Agent Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Monitor,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年10月8日Information published.'}"
"Jul 9, 2024","Oct 8, 2024",CVE-2024-38095,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38095,.NET and Visual Studio Denial of Service Vulnerability,Denial of Service,Important,.NET and Visual Studio,"{'versionrevisionDatedescription3.02024年10月8日In the Security Updates table, added .NET 6.0 as it is also affected by this vulnerability. Note that there is no security update for .NET 6.0 to address this vulnerablity. HTTP/3 support was only experimental in .NET 6.0, so if you are using .NET 6 you must update your application to .NET 8 to be protected.\n2.02024年7月25日Revised the Security Updates table to include PowerShell 7.4 and 7.2 because these versions of PowerShell 7 are affected by this vulnerability. See https://github.com/PowerShell/Announcements/issues/64 for more information.\n1.02024年7月9日Information published.', 'versionrevisionDatedescription'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38094,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38094,Microsoft SharePoint Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office SharePoint,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jun 20, 2024","Jun 20, 2024",CVE-2024-38093,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38093,Microsoft Edge (Chromium-based) Spoofing Vulnerability,Spoofing,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02024年6月20日Information published.', 'versionrevisionDatedescription'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38092,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38092,Azure CycleCloud Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure CycleCloud,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38091,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38091,Microsoft WS-Discovery Denial of Service Vulnerability,Denial of Service,Important,Microsoft WS-Discovery,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38089,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38089,Microsoft Defender for IoT Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Defender for IoT,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38088,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38088,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38087,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38087,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38086,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38086,Azure Kinect SDK Remote Code Execution Vulnerability,Remote Code Execution,Important,Azure Kinect SDK,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38085,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38085,Windows Graphics Component Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Win32 Kernel Subsystem,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38084,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38084,Microsoft OfficePlus Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Office,"{'versionrevisionDatedescription1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Jun 13, 2024","Jun 13, 2024",CVE-2024-38083,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38083,Microsoft Edge (Chromium-based) Spoofing Vulnerability,Spoofing,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02024年6月13日Information published.', 'versionrevisionDatedescription'}"
"Jun 20, 2024","Jun 26, 2024",CVE-2024-38082,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38082,Microsoft Edge (Chromium-based) Spoofing Vulnerability,Spoofing,Low,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.22024年6月26日Updated CWE value.  This is an informational change only.\n1.12024年6月25日Updated the severity of the products in the Security Updates table. This is an informational change only.\n1.02024年6月20日Information published.'}"
"Jul 9, 2024","Aug 13, 2024",CVE-2024-38081,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38081,".NET, .NET Framework, and Visual Studio Elevation of Privilege Vulnerability",Elevation of Privilege,Important,.NET and Visual Studio,"{'versionrevisionDatedescription2.12024年8月13日Corrected Article and Download entries in the Affected Products table. This is an informational change only.\n2.02024年7月25日In the Security Updates table, made the following corrections:  1) Added .NET 6.0 as it is affected by this vulnerability.  2) Removed .NET 8.0 as it is not affected by this vulnerability.  3) Corrected Download and Article links for .NET 3.5 and 4.7.2 installed on Windows 10 Version 1809 for 32-bit Systems.\n1.02024年7月9日Information published.', 'versionrevisionDatedescription'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38080,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080,Windows Hyper-V Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Role: Windows Hyper-V,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38079,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38079,Windows Graphics Component Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Graphics Component,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38078,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38078,Xbox Wireless Adapter Remote Code Execution Vulnerability,Remote Code Execution,Important,XBox Crypto Graphic Services,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38077,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077,Windows Remote Desktop Licensing Service Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Remote Desktop Licensing Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38076,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38076,Windows Remote Desktop Licensing Service Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Remote Desktop,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38074,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38074,Windows Remote Desktop Licensing Service Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Remote Desktop Licensing Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38073,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38073,Windows Remote Desktop Licensing Service Denial of Service Vulnerability,Denial of Service,Important,Windows Remote Desktop Licensing Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38072,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38072,Windows Remote Desktop Licensing Service Denial of Service Vulnerability,Denial of Service,Important,Windows Remote Desktop Licensing Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38071,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38071,Windows Remote Desktop Licensing Service Denial of Service Vulnerability,Denial of Service,Important,Windows Remote Desktop Licensing Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38070,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38070,Windows LockDown Policy (WLDP) Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows LockDown Policy (WLDP),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38069,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38069,Windows Enroll Engine Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Enroll Engine,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38068,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38068,Windows Online Certificate Status Protocol (OCSP) Server Denial of Service Vulnerability,Denial of Service,Important,Windows Online Certificate Status Protocol (OCSP),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38067,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38067,Windows Online Certificate Status Protocol (OCSP) Server Denial of Service Vulnerability,Denial of Service,Important,Windows Online Certificate Status Protocol (OCSP),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38066,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38066,Windows Win32k Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Win32K - GRFX,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38065,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38065,Secure Boot Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Secure Boot,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38064,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38064,Windows TCP/IP Information Disclosure Vulnerability,Information Disclosure,Important,Windows TCP/IP,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Aug 13, 2024","Sep 10, 2024",CVE-2024-38063,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38063,Windows TCP/IP Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows TCP/IP,"{'versionrevisionDatedescription2.02024年9月10日To comprehensively address CVE-2024-38063, Microsoft has released September 2024 security updates for all affected versions of Windows 10 Version 1809, Windows Server 2019, Windows Server 2022, and Windows 11 Version 21H2. Microsoft recommends that customers install the updates to be fully protected from the vulnerability. Customers whose systems are configured to receive automatic updates do not need to take any further action.\n1.02024年8月13日Information published.', 'versionrevisionDatedescription'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38062,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38062,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel-Mode Drivers,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 18, 2024",CVE-2024-38061,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38061,DCOM Remote Cross-Session Activation Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Role: Active Directory Certificate Services; Active Directory Domain Services,"{'versionrevisionDatedescription1.12024年7月18日Added acknowledgements. This is an informational change only.\n1.02024年7月9日Information published.', 'versionrevisionDatedescription'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38060,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38060,Windows Imaging Component Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Imaging Component,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38059,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38059,Win32k Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Win32K - ICOMP,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
