Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Impact,Max Severity,Tag
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38243,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38243,Kernel Streaming Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38242,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38242,Kernel Streaming Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38241,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38241,Kernel Streaming Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38240,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38240,Windows Remote Access Connection Manager Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Remote Access Connection Manager
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38239,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38239,Windows Kerberos Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kerberos
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38238,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38238,Kernel Streaming Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38237,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38237,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38236,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38236,DHCP Server Service Denial of Service Vulnerability,Denial of Service,Important,Windows DHCP Server
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38235,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38235,Windows Hyper-V Denial of Service Vulnerability,Denial of Service,Important,Role: Windows Hyper-V
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38234,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38234,Windows Networking Denial of Service Vulnerability,Denial of Service,Important,Windows Network Virtualization
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38233,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38233,Windows Networking Denial of Service Vulnerability,Denial of Service,Important,Windows Network Virtualization
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38232,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38232,Windows Networking Denial of Service Vulnerability,Denial of Service,Important,Windows Network Virtualization
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38231,Windows Remote Desktop Licensing Service Denial of Service Vulnerability,Denial of Service,Important,Windows Remote Desktop Licensing Service
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38230,Windows Standards-Based Storage Management Service Denial of Service Vulnerability,Denial of Service,Important,Windows Standards-Based Storage Management Service
"Oct 8, 2024","Oct 8, 2024",CVE-2024-38229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38229,.NET and Visual Studio Remote Code Execution Vulnerability,Remote Code Execution,Important,.NET and Visual Studio
"Sep 10, 2024","Oct 6, 2024",CVE-2024-38228,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38228,Microsoft SharePoint Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office SharePoint
"Sep 10, 2024","Oct 6, 2024",CVE-2024-38227,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38227,Microsoft SharePoint Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office SharePoint
"Sep 10, 2024","Oct 6, 2024",CVE-2024-38226,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38226,Microsoft Publisher Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Microsoft Office Publisher
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38225,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38225,Microsoft Dynamics 365 Business Central Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Dynamics Business Central
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38223,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38223,Windows Initial Machine Configuration Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Initial Machine Configuration
"Sep 11, 2024","Sep 11, 2024",CVE-2024-38222,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38222,Microsoft Edge (Chromium-based) Information Disclosure Vulnerability,Information Disclosure,Moderate,Microsoft Edge (Chromium-based)
"Sep 19, 2024","Sep 19, 2024",CVE-2024-38221,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38221,Microsoft Edge (Chromium-based) Spoofing Vulnerability,Spoofing,Moderate,Microsoft Edge (Chromium-based)
"Sep 10, 2024","Sep 19, 2024",CVE-2024-38220,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38220,Azure Stack Hub Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,Azure Stack
"Aug 8, 2024","Aug 8, 2024",CVE-2024-38219,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38219,Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability,Remote Code Execution,Moderate,Microsoft Edge (Chromium-based)
"Aug 8, 2024","Aug 8, 2024",CVE-2024-38218,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38218,Microsoft Edge (HTML-based) Memory Corruption Vulnerability,Remote Code Execution,Important,Microsoft Edge (Chromium-based)
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38217,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38217,Windows Mark of the Web Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Mark of the Web (MOTW)
"Sep 10, 2024","Sep 19, 2024",CVE-2024-38216,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38216,Azure Stack Hub Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,Azure Stack
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38215,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38215,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Cloud Files Mini Filter Driver
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38214,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38214,Windows Routing and Remote Access Service (RRAS) Information Disclosure Vulnerability,Information Disclosure,Important,Windows Routing and Remote Access Service (RRAS)
"Aug 13, 2024","Sep 16, 2024",CVE-2024-38213,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38213,Windows Mark of the Web Security Feature Bypass Vulnerability,Security Feature Bypass,Moderate,Windows Mark of the Web (MOTW)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-38212,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38212,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Aug 13, 2024","Aug 14, 2024",CVE-2024-38211,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38211,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics
"Aug 22, 2024","Sep 19, 2024",CVE-2024-38210,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38210,Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Edge (Chromium-based)
"Aug 22, 2024","Sep 19, 2024",CVE-2024-38209,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38209,Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Edge (Chromium-based)
"Aug 22, 2024","Sep 19, 2024",CVE-2024-38208,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38208,Microsoft Edge for Android Spoofing Vulnerability,Spoofing,Moderate,Microsoft Edge for Android
"Aug 22, 2024","Sep 19, 2024",CVE-2024-38207,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38207,Microsoft Edge (HTML-based) Memory Corruption Vulnerability,Remote Code Execution,Moderate,Microsoft Edge (Chromium-based)
"Aug 6, 2024","Aug 6, 2024",CVE-2024-38206,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38206,Microsoft Copilot Studio Information Disclosure Vulnerability,Information Disclosure,Critical,Microsoft Copilot Studio
"Aug 7, 2024","Aug 8, 2024",CVE-2024-38202,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38202,Windows Update Stack Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Update Stack
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38201,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38201,Azure Stack Hub Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Stack
"Aug 8, 2024","Aug 13, 2024",CVE-2024-38200,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38200,Microsoft Office Spoofing Vulnerability,Spoofing,Important,Microsoft Office
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38199,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38199,Windows Line Printer Daemon (LPD) Service Remote Code Execution Vulnerability,Remote Code Execution,Important,Line Printer Daemon Service (LPD)
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38198,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38198,Windows Print Spooler Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Print Spooler Components
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38197,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38197,Microsoft Teams for iOS Spoofing Vulnerability,Spoofing,Important,Microsoft Teams
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38196,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38196,Windows Common Log File System Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Common Log File System Driver
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38195,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38195,Azure CycleCloud Remote Code Execution Vulnerability,Remote Code Execution,Important,Azure CycleCloud
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38194,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38194,Azure Web Apps Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,Azure Web Apps
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38193,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38193,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Ancillary Function Driver for WinSock
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38191,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38191,Kernel Streaming Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel-Mode Drivers
"Aug 13, 2024","Aug 14, 2024",CVE-2024-38189,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38189,Microsoft Project Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Project
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38188,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38188,Azure Network Watcher VM Agent Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Network Watcher
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38187,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38187,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel-Mode Drivers
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38186,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38186,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel-Mode Drivers
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38185,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38185,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel-Mode Drivers
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38184,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38184,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel-Mode Drivers
"Sep 17, 2024","Sep 17, 2024",CVE-2024-38183,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38183,GroupMe Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,GroupMe
"Jul 31, 2024","Jul 31, 2024",CVE-2024-38182,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38182,Microsoft Dynamics 365 Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,Microsoft Dynamics
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38180,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38180,Windows SmartScreen Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows SmartScreen
"Oct 8, 2024","Oct 8, 2024",CVE-2024-38179,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38179,Azure Stack Hyperconverged Infrastructure (HCI) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Stack
"Aug 13, 2024","Aug 22, 2024",CVE-2024-38178,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38178,Scripting Engine Memory Corruption Vulnerability,Remote Code Execution,Important,Windows Scripting
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38177,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38177,Windows App Installer Spoofing Vulnerability,Spoofing,Important,Windows App Installer
"Jul 23, 2024","Jul 23, 2024",CVE-2024-38176,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38176,GroupMe Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,GroupMe
"Aug 20, 2024","Aug 20, 2024",CVE-2024-38175,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38175,Azure Managed Instance for Apache Cassandra Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,Azure Managed Instance for Apache Cassandra
"Aug 13, 2024","Aug 14, 2024",CVE-2024-38173,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38173,Microsoft Outlook Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Outlook
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38172,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38172,Microsoft Excel Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Excel
"Aug 13, 2024","Aug 14, 2024",CVE-2024-38171,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38171,Microsoft PowerPoint Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office PowerPoint
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38170,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38170,Microsoft Excel Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Excel
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38169,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38169,Microsoft Office Visio Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Visio
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38168,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38168,.NET and Visual Studio Denial of Service Vulnerability,Denial of Service,Important,.NET and Visual Studio
"Aug 13, 2024","Sep 27, 2024",CVE-2024-38167,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38167,.NET and Visual Studio Information Disclosure Vulnerability,Information Disclosure,Important,.NET and Visual Studio
"Aug 6, 2024","Aug 6, 2024",CVE-2024-38166,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38166,Microsoft Dynamics 365 Cross-site Scripting Vulnerability,Spoofing,Critical,Microsoft Dynamics
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38165,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38165,Windows Compressed Folder Tampering Vulnerability,Tampering,Important,Windows Compressed Folder
"Jul 23, 2024","Jul 23, 2024",CVE-2024-38164,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38164,GroupMe Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,GroupMe
"Aug 13, 2024","Oct 3, 2024",CVE-2024-38163,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38163,Windows Update Stack Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Update Stack
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38162,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38162,Azure Connected Machine Agent Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Connected Machine Agent
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38161,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38161,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Mobile Broadband
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38160,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38160,Windows Network Virtualization Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Network Virtualization
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38159,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38159,Windows Network Virtualization Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Network Virtualization
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38158,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38158,Azure IoT SDK Remote Code Execution Vulnerability,Remote Code Execution,Important,Azure IoT SDK
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38157,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38157,Azure IoT SDK Remote Code Execution Vulnerability,Remote Code Execution,Important,Azure IoT SDK
"Jul 17, 2024","Jul 17, 2024",CVE-2024-38156,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38156,Microsoft Edge (Chromium-based) Spoofing Vulnerability,Spoofing,Moderate,Microsoft Edge (Chromium-based)
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38155,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38155,Security Center Broker Information Disclosure Vulnerability,Information Disclosure,Important,Windows Security Center
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38154,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38154,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38153,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38153,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38152,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38152,Windows OLE Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38151,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38151,Windows Kernel Information Disclosure Vulnerability,Information Disclosure,Important,Windows Kernel
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38150,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38150,Windows DWM Core Library Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows DWM Core Library
"Oct 8, 2024","Oct 8, 2024",CVE-2024-38149,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38149,BranchCache Denial of Service Vulnerability,Denial of Service,Important,BranchCache
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38148,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38148,Windows Secure Channel Denial of Service Vulnerability,Denial of Service,Important,Windows Transport Security Layer (TLS)
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38147,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38147,Microsoft DWM Core Library Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows DWM Core Library
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38146,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38146,Windows Layer-2 Bridge Network Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Layer-2 Bridge Network Driver
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38145,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38145,Windows Layer-2 Bridge Network Driver Denial of Service Vulnerability,Denial of Service,Important,Windows Layer-2 Bridge Network Driver
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38144,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38144,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38143,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38143,Windows WLAN AutoConfig Service Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows WLAN Auto Config Service
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38142,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38142,Windows Secure Kernel Mode Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Secure Kernel Mode
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38141,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38141,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Ancillary Function Driver for WinSock
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38140,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38140,Windows Reliable Multicast Transport Driver (RMCAST) Remote Code Execution Vulnerability,Remote Code Execution,Critical,Reliable Multicast Transport Driver (RMCAST)
"Aug 13, 2024","Sep 10, 2024",CVE-2024-38138,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38138,Windows Deployment Services Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Deployment Services
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38137,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38137,Windows Resource Manager PSM Service Extension Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Resource Manager
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38136,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38136,Windows Resource Manager PSM Service Extension Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Resource Manager
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38135,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38135,Windows Resilient File System (ReFS) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows NT OS Kernel
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38134,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38134,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38133,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38133,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38132,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38132,Windows Network Address Translation (NAT) Denial of Service Vulnerability,Denial of Service,Important,Windows Network Address Translation (NAT)
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38131,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38131,Clipboard Virtual Channel Extension Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Clipboard Virtual Channel Extension
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38130,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38130,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Oct 8, 2024","Oct 8, 2024",CVE-2024-38129,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38129,Windows Kerberos Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kerberos
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38128,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38128,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38127,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38127,Windows Hyper-V Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38126,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38126,Windows Network Address Translation (NAT) Denial of Service Vulnerability,Denial of Service,Important,Windows Network Address Translation (NAT)
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38125,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38125,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service
"Oct 8, 2024","Oct 8, 2024",CVE-2024-38124,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38124,Windows Netlogon Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Netlogon
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38123,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38123,Windows Bluetooth Driver Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Bluetooth Driver
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38122,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38122,Microsoft Local Security Authority (LSA) Server Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Local Security Authority Server (lsasrv)
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38121,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38121,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38120,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38120,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38119,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38119,Windows Network Address Translation (NAT) Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Network Address Translation (NAT)
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38118,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38118,Microsoft Local Security Authority (LSA) Server Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Local Security Authority Server (lsasrv)
"Aug 13, 2024","Aug 13, 2024",CVE-2024-38117,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38117,NTFS Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows NTFS
