,Release date,Product,Platform,Impact,Component,CVE Title,CVE Number,CVE Number (Link),Vector String,CWE
575,"Oct 12, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Media Foundation Dolby Digital Atmos Decoders,Windows Media Foundation Dolby Digital Atmos Decoders Remote Code Execution Vulnerability,CVE-2021-40462,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-40462,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
576,"Oct 12, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Hyper-V,Windows Hyper-V Remote Code Execution Vulnerability,CVE-2021-40461,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-40461,CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
577,"Oct 12, 2021",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Remote Procedure Call Runtime,Windows Remote Procedure Call Runtime Security Feature Bypass Vulnerability,CVE-2021-40460,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-40460,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,[]
578,"Oct 12, 2021",Windows 10 Version 1809 for x64-based Systems,,Spoofing,Windows Installer,Windows Installer Spoofing Vulnerability,CVE-2021-40455,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-40455,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,[]
579,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Print Spooler,Windows Print Spooler Elevation of Privilege Vulnerability,CVE-2021-40447,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-40447,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
580,"Oct 12, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Common Log File System Driver,Windows Common Log File System Driver Elevation of Privilege Vulnerability,CVE-2021-40443,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-40443,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
581,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Print Spooler,Windows Print Spooler Elevation of Privilege Vulnerability,CVE-2021-38671,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38671,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
582,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Print Spooler,Windows Print Spooler Elevation of Privilege Vulnerability,CVE-2021-38667,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38667,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
583,"Oct 12, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows exFAT File System,Windows exFAT File System Information Disclosure Vulnerability,CVE-2021-38663,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38663,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
584,"Oct 12, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Fast FAT File System Driver,Windows Fast FAT File System Driver Information Disclosure Vulnerability,CVE-2021-38662,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38662,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
585,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Ancillary Function Driver for WinSock,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,CVE-2021-38638,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38638,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
586,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Storage,Windows Storage Information Disclosure Vulnerability,CVE-2021-38637,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38637,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
587,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Redirected Drive Buffering SubSystem Driver,Windows Redirected Drive Buffering SubSystem Driver Information Disclosure Vulnerability,CVE-2021-38636,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38636,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
588,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Redirected Drive Buffering SubSystem Driver,Windows Redirected Drive Buffering SubSystem Driver Information Disclosure Vulnerability,CVE-2021-38635,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38635,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
589,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Common Log File System Driver,Windows Common Log File System Driver Elevation of Privilege Vulnerability,CVE-2021-38633,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38633,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
590,"Nov 9, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Remote Desktop Protocol (RDP),Windows Remote Desktop Protocol (RDP) Information Disclosure Vulnerability,CVE-2021-38631,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38631,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
591,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Event Tracing,Windows Event Tracing Elevation of Privilege Vulnerability,CVE-2021-38630,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38630,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
592,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Ancillary Function Driver for WinSock,Windows Ancillary Function Driver for WinSock Information Disclosure Vulnerability,CVE-2021-38629,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38629,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
593,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Ancillary Function Driver for WinSock,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,CVE-2021-38628,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38628,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
594,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Key Storage Provider,Windows Key Storage Provider Security Feature Bypass Vulnerability,CVE-2021-38624,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-38624,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,[]
595,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows SMB,Windows SMB Elevation of Privilege Vulnerability,CVE-2021-36974,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36974,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
596,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Redirected Drive Buffering System,Windows Redirected Drive Buffering System Elevation of Privilege Vulnerability,CVE-2021-36973,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36973,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
597,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows SMB,Windows SMB Information Disclosure Vulnerability,CVE-2021-36972,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36972,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
598,"Oct 12, 2021",Windows 10 Version 1809 for x64-based Systems,,Spoofing,Windows Print Spooler,Windows Print Spooler Spoofing Vulnerability,CVE-2021-36970,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36970,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
599,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Redirected Drive Buffering SubSystem Driver,Windows Redirected Drive Buffering SubSystem Driver Information Disclosure Vulnerability,CVE-2021-36969,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36969,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
600,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows WLAN AutoConfig Service,Windows WLAN AutoConfig Service Elevation of Privilege Vulnerability,CVE-2021-36967,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36967,CVSS:3.0/AV:A/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
601,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Subsystem for Linux,Windows Subsystem for Linux Elevation of Privilege Vulnerability,CVE-2021-36966,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36966,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
602,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows WLAN AutoConfig Service,Windows WLAN AutoConfig Service Remote Code Execution Vulnerability,CVE-2021-36965,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36965,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
603,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Event Tracing,Windows Event Tracing Elevation of Privilege Vulnerability,CVE-2021-36964,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36964,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
604,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Common Log File System Driver,Windows Common Log File System Driver Elevation of Privilege Vulnerability,CVE-2021-36963,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36963,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
605,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Installer,Windows Installer Information Disclosure Vulnerability,CVE-2021-36962,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36962,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
606,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Installer,Windows Installer Denial of Service Vulnerability,CVE-2021-36961,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36961,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
607,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows SMB,Windows SMB Information Disclosure Vulnerability,CVE-2021-36960,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36960,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
608,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Spoofing,Windows Authenticode,Windows Authenticode Spoofing Vulnerability,CVE-2021-36959,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36959,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,[]
609,"Aug 11, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Print Spooler,Windows Print Spooler Remote Code Execution Vulnerability,CVE-2021-36958,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36958,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
610,"Nov 9, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Desktop Bridge,Windows Desktop Bridge Elevation of Privilege Vulnerability,CVE-2021-36957,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36957,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
611,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Common Log File System Driver,Windows Common Log File System Driver Elevation of Privilege Vulnerability,CVE-2021-36955,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36955,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
612,"Sep 14, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Bind Filter Driver,Windows Bind Filter Driver Elevation of Privilege Vulnerability,CVE-2021-36954,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36954,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
613,"Oct 12, 2021",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows TCP/IP,Windows TCP/IP Denial of Service Vulnerability,CVE-2021-36953,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36953,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
614,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Update Medic Service,Windows Update Medic Service Elevation of Privilege Vulnerability,CVE-2021-36948,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36948,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
615,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Print Spooler,Windows Print Spooler Remote Code Execution Vulnerability,CVE-2021-36947,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36947,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
616,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Cryptographic Primitives Library,Windows Cryptographic Primitives Library Information Disclosure Vulnerability,CVE-2021-36938,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36938,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
617,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Media MPEG-4 Video Decoder,Windows Media MPEG-4 Video Decoder Remote Code Execution Vulnerability,CVE-2021-36937,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36937,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
618,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Print Spooler,Windows Print Spooler Remote Code Execution Vulnerability,CVE-2021-36936,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36936,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
619,"Jul 20, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows,Windows Elevation of Privilege Vulnerability,CVE-2021-36934,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36934,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:T/RC:C,[]
620,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Services for NFS ONCRPC XDR Driver,Windows Services for NFS ONCRPC XDR Driver Information Disclosure Vulnerability,CVE-2021-36933,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36933,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
621,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Services for NFS ONCRPC XDR Driver,Windows Services for NFS ONCRPC XDR Driver Information Disclosure Vulnerability,CVE-2021-36932,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36932,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
622,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Services for NFS ONCRPC XDR Driver,Windows Services for NFS ONCRPC XDR Driver Information Disclosure Vulnerability,CVE-2021-36926,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36926,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
623,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Bluetooth Driver,Windows Bluetooth Driver Elevation of Privilege Vulnerability,CVE-2021-34537,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34537,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
624,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows MSHTML Platform,Windows MSHTML Platform Remote Code Execution Vulnerability,CVE-2021-34534,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34534,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,[]
625,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Graphics Component Font Parsing,Windows Graphics Component Font Parsing Remote Code Execution Vulnerability,CVE-2021-34533,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34533,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
626,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Graphics Component,Windows Graphics Component Remote Code Execution Vulnerability,CVE-2021-34530,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34530,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
627,"Jul 1, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Print Spooler,Windows Print Spooler Remote Code Execution Vulnerability,CVE-2021-34527,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
628,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2021-34514,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34514,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
629,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Installer,Windows Installer Elevation of Privilege Vulnerability,CVE-2021-34511,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34511,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
630,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Kernel,Windows Kernel Remote Code Execution Vulnerability,CVE-2021-34508,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34508,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
631,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Remote Assistance,Windows Remote Assistance Information Disclosure Vulnerability,CVE-2021-34507,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34507,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
632,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Address Book,Windows Address Book Remote Code Execution Vulnerability,CVE-2021-34504,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34504,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
633,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Kernel Memory,Windows Kernel Memory Information Disclosure Vulnerability,CVE-2021-34500,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34500,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
634,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows GDI,Windows GDI Elevation of Privilege Vulnerability,CVE-2021-34498,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34498,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
635,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows MSHTML Platform,Windows MSHTML Platform Remote Code Execution Vulnerability,CVE-2021-34497,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34497,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,[]
636,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows GDI,Windows GDI Information Disclosure Vulnerability,CVE-2021-34496,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34496,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
637,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Partition Management Driver,Windows Partition Management Driver Elevation of Privilege Vulnerability,CVE-2021-34493,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34493,CVSS:3.0/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
638,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Spoofing,Windows Certificate,Windows Certificate Spoofing Vulnerability,CVE-2021-34492,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34492,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,[]
639,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows TCP/IP Driver,Windows TCP/IP Driver Denial of Service Vulnerability,CVE-2021-34490,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34490,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
640,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Console Driver,Windows Console Driver Elevation of Privilege Vulnerability,CVE-2021-34488,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34488,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
641,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Event Tracing,Windows Event Tracing Elevation of Privilege Vulnerability,CVE-2021-34487,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34487,CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
642,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Event Tracing,Windows Event Tracing Elevation of Privilege Vulnerability,CVE-2021-34486,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34486,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
643,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows User Profile Service,Windows User Profile Service Elevation of Privilege Vulnerability,CVE-2021-34484,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34484,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
644,"Aug 10, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Print Spooler,Windows Print Spooler Elevation of Privilege Vulnerability,CVE-2021-34483,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34483,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
645,"Jul 15, 2021",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Print Spooler,Windows Print Spooler Remote Code Execution Vulnerability,CVE-2021-34481,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34481,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
646,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Hello,Windows Hello Security Feature Bypass Vulnerability,CVE-2021-34466,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34466,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,[]
647,"Jul 13, 2021",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows AppX Deployment Extensions,Windows AppX Deployment Extensions Elevation of Privilege Vulnerability,CVE-2021-34462,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34462,CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
